"","Country","Year","Nuts2","not_stated","sometimes","total","never","usually","somet_usual"
"816","ES",2019,"ES63",NA,27.629,23.634,NA,NA,NA
"817","ES",2019,"ES24",28.221,587.914,525.453,4.633,28.945,616.859
"818","ES",2019,"ES43",11.931,390.692,357.293,2.158,19.641,410.333
"819","ES",2019,"ES51",136.987,3439.814,3116.336,31.346,156.975,3596.789
"820","FR",2019,"FRI3",93.964,708.596,565.457,NA,49.175,757.771
"821","FR",2019,"FRD1",53.642,545.06,447.454,NA,43.964,589.024
"822","FR",2019,"FRD2",98.933,751.625,595.932,NA,56.76,808.385
"823","FR",2019,"FR10",1182.786,5509.878,3914.414,NA,412.679,5922.557
"824","FR",2019,"FRI2",46.002,286.158,219.256,NA,20.9,307.058
"825","FR",2019,"FRG0",235.134,1587.842,1232.226,NA,120.482,1708.324
"826","FR",2019,"FRF3",122.761,906.563,724.203,NA,59.599,966.162
"827","FR",2019,"FRE1",203.171,1451.762,1157.219,NA,91.372,1543.134
"828","FR",2019,"FRF1",119.177,846.614,674.044,NA,53.393,900.007
"829","FR",2019,"FRB0",135.952,999.588,791.063,NA,72.573,1072.161
"830","FR",2019,"FRY4",30.828,259.981,209.388,NA,NA,NA
"831","FR",2019,"FRK1",68.768,545.26,433.553,NA,42.939,588.199
"832","FR",2019,"FRI1",220.649,1443.193,1116.819,NA,105.725,1548.918
"833","FR",2019,"FRY1",NA,115.73,96.528,NA,NA,NA
"834","FR",2019,"FRY2",NA,125.941,107.455,NA,NA,NA
"835","FR",2019,"FRY3",NA,60.769,51.06,NA,NA,NA
"836","FR",2019,"FRL0",297.604,1979.421,1522.257,NA,159.56,2138.981
"837","FR",2019,"FRC2",58.61,450.633,364.47,NA,27.553,478.186
"838","FR",2019,"FRM0",NA,134.88,107.483,NA,NA,NA
"839","FR",2019,"FRC1",98.813,649.515,499.474,NA,51.228,700.743
"840","FR",2019,"FRH0",188.436,1331.812,1040.97,NA,102.406,1434.218
"841","FR",2019,"FRF2",61.506,504.225,403.375,NA,39.344,543.569
"842","FR",2019,"FRE2",78.783,740.622,607.545,NA,54.294,794.916
"843","FR",2019,"FRK2",474.797,2914.646,2229.56,NA,210.29,3124.936
"844","FR",2019,"FRJ2",197.231,1232.802,948.618,NA,86.953,1319.755
"845","FR",2019,"FRJ1",166.028,1045.114,800.333,NA,78.754,1123.868
"846","HR",2019,"HR03",27.38,509.249,474.223,NA,7.645,516.894
"847","HR",2019,"HR02",6.317,379.663,367.583,NA,5.763,385.426
"848","HR",2019,"HR06",6.292,345.358,333.401,NA,5.664,351.022
"849","HR",2019,"HR05",41.264,354.155,298.475,NA,14.416,368.571
"850","IT",2019,"ITI4",29.061,2337.472,2206.236,NA,101.464,2438.936
"851","IT",2019,"ITF2",NA,108.625,105.232,NA,2.391,111.016
"852","IT",2019,"ITH1",2.614,258.686,240.098,NA,15.815,274.501
"853","IT",2019,"ITF1",4.715,493.731,469.497,NA,19.231,512.962
"854","IT",2019,"ITC4",51.102,4453.479,4228.703,NA,173.393,4626.872
"855","IT",2019,"ITC2",NA,55.315,52.855,NA,1.889,57.204
"856","IT",2019,"ITC1",24.13,1814.187,1714.822,NA,75,1889.187
"857","IT",2019,"ITH5",24.718,2027.33,1917.588,NA,84.376,2111.706
"858","IT",2019,"ITC3",9.955,602.813,564.057,NA,28.516,631.329
"859","IT",2019,"ITF3",14.637,1628.707,1555.296,16.937,41.837,1670.544
"860","IT",2019,"ITF4",9.803,1217.799,1181.063,NA,25.591,1243.39
"861","IT",2019,"ITF5",1.578,188.138,182.077,NA,4.228,192.366
"862","IT",2019,"ITF6",3.021,539.342,517.409,4.138,14.773,554.115
"863","IT",2019,"ITG2",7.068,584.022,560.852,NA,16.062,600.084
"864","IT",2019,"ITH2",3.455,240.632,227.56,NA,8.649,249.281
"865","IT",2019,"ITH3",23.006,2154.696,2043.257,NA,87.378,2242.074
"866","IT",2019,"ITH4",8.976,508.381,474.744,NA,24.592,532.973
"867","IT",2019,"ITI1",14.735,1586.249,1504.128,NA,67.017,1653.266
"868","IT",2019,"ITI2",3.744,358.936,342.316,NA,12.759,371.695
"869","IT",2019,"ITI3",8.341,633.471,606.08,NA,18.947,652.418
"870","IT",2019,"ITG1",7.902,1344.245,1302.339,2.757,31.247,1375.492
"871","CY",2019,"CY00",5.571,424.649,413.022,NA,6.057,430.706
"872","LV",2019,"LV00",16.388,910.029,865.716,NA,27.179,937.208
"873","LT",2019,"LT01",15.68,442.634,417.33,NA,9.623,452.257
"874","LT",2019,"LT02",14.148,935.785,896.505,NA,25.132,960.917
"875","LU",2019,"LU00",62.131,289.251,191.144,2.078,33.899,323.15
"876","HU",2019,"HU32",11.801,635.437,619.009,NA,4.627,640.064
"877","HU",2019,"HU33",14.721,560.762,542.715,NA,3.327,564.089
"878","HU",2019,"HU31",10.321,483.439,468.935,NA,4.183,487.622
"879","HU",2019,"HU21",6.331,505.588,495.765,NA,3.492,509.08
"880","HU",2019,"HU22",16.979,475.487,454.405,NA,4.103,479.59
"881","HU",2019,"HU23",5.84,374.427,364.672,NA,3.915,378.342
"882","HU",2019,"HU11",69.438,846.467,753.085,NA,23.945,870.412
"883","HU",2019,"HU12",18.91,613.426,586.46,NA,8.056,621.482
"884","MT",2019,"MT00",13.916,251.958,222.344,NA,15.698,267.656
"885","NL",2019,"NL33",459.648,1887.918,1166.844,13.785,247.642,2135.56
"886","NL",2019,"NL22",229.727,1070.148,661.074,5.673,173.673,1243.821
"887","NL",2019,"NL13",44.583,246.264,167.324,1.741,32.616,278.88
"888","NL",2019,"NL12",57.509,336.306,234.469,2.238,42.091,378.397
"889","NL",2019,"NL11",60.313,287.533,187.871,NA,38.054,325.587
"890","NL",2019,"NL31",213.363,708.915,360.954,6.212,128.386,837.301
"891","NL",2019,"NL34",29.19,191.704,129.646,2.255,30.612,222.316
"892","NL",2019,"NL32",377.183,1533.434,890.503,14.665,251.082,1784.516
"893","NL",2019,"NL41",276.866,1339.191,869.536,7.811,184.977,1524.168
"894","NL",2019,"NL42",106.769,573.847,394.744,3.532,68.802,642.649
"895","NL",2019,"NL23",50.206,216.93,142.089,NA,24.363,241.293
"896","NL",2019,"NL21",118.794,592.49,400.397,3.609,69.689,662.179
"897","AT",2019,"AT32",30.028,286.9,225.574,NA,31.298,318.198
"898","AT",2019,"AT22",62.509,614.924,487.313,NA,65.102,680.026
"899","AT",2019,"AT34",21.584,203.695,166.806,NA,15.306,219.001
"900","AT",2019,"AT33",41.452,389.412,310.639,NA,37.321,426.733
"901","AT",2019,"AT11",15.693,136.543,106.033,NA,14.816,151.359
"902","AT",2019,"AT13",146.708,875.791,648.541,NA,80.542,956.333
"903","AT",2019,"AT12",107.041,823.035,622.008,NA,93.986,917.021
"904","AT",2019,"AT21",23.604,264.825,210.552,NA,30.669,295.494
"905","AT",2019,"AT31",81.898,759.511,598.167,NA,79.446,838.957
"906","PL",2019,"PL91",318.609,1671.214,1232.402,NA,120.202,1791.416
"907","PL",2019,"PL62",38.27,566.732,494.85,NA,33.612,600.344
"908","PL",2019,"PL81",69.258,854.943,737.102,NA,48.582,903.525
"909","PL",2019,"PL63",124.046,1086.44,883.806,NA,78.588,1165.028
"910","PL",2019,"PL72",16.283,501.978,481.449,NA,NA,NA
"911","PL",2019,"PL21",179.649,1500.007,1251.29,NA,69.068,1569.075
"912","PL",2019,"PL52",14.888,419.834,402.46,NA,NA,NA
"913","PL",2019,"PL61",109.12,873.76,730.475,NA,34.165,907.925
"914","PL",2019,"PL92",75.383,994.837,878.769,NA,40.685,1035.522
"915","PL",2019,"PL51",152.504,1344.536,1124.669,NA,67.363,1411.899
"916","PL",2019,"PL43",25.112,440.443,405.519,NA,9.812,450.255
"917","PL",2019,"PL71",71.37,1086.383,991.581,NA,23.432,1109.815
"918","PL",2019,"PL41",158.216,1626.14,1379.609,NA,88.316,1714.456
"919","PL",2019,"PL82",68.72,845.778,745.198,NA,31.86,877.638
"920","PL",2019,"PL22",164.944,1892.181,1633.748,NA,93.49,1985.671
"921","PL",2019,"PL84",55.508,501.188,427.704,NA,17.976,519.164
"922","PL",2019,"PL42",42.744,715.43,640.809,NA,31.877,747.307
"923","PT",2019,"PT11",125.096,1709.611,1478.988,NA,105.527,1815.138
"924","PT",2019,"PT15",15.746,224.454,194.118,NA,14.591,239.045
"925","PT",2019,"PT16",91.367,1073.28,911.418,NA,70.494,1143.774
"926","PT",2019,"PT30",8.798,124.528,107.548,NA,8.182,132.71
"927","PT",2019,"PT17",175.362,1376.614,1089.511,NA,111.741,1488.355
"928","PT",2019,"PT18",19.419,314.891,279.947,NA,15.525,330.416
"929","PT",2019,"PT20",5.545,110.464,99.819,NA,5.099,115.563
"930","RO",2019,"RO31",NA,1285.87,1273.031,NA,10,1295.87
"931","RO",2019,"RO41",12.664,840.707,823.951,NA,NA,NA
"932","RO",2019,"RO11",NA,1172.155,1158.974,NA,10.033,1182.188
"933","RO",2019,"RO12",11.525,920.21,898.167,NA,10.518,930.728
"934","RO",2019,"RO21",NA,1612.803,1601.08,NA,7.986,1620.789
"935","RO",2019,"RO32",9.738,1156.126,1138.087,NA,8.301,1164.427
"936","RO",2019,"RO42",NA,728.786,719.177,NA,7.011,735.797
"937","RO",2019,"RO22",NA,963.67,952.709,NA,8.771,972.441
"938","SI",2019,"SI03",35.459,510.036,443.004,NA,31.574,541.61
"939","SI",2019,"SI04",72.094,472.479,364.043,NA,36.342,508.821
"940","SK",2019,"SK01",46.445,351.278,278.392,3.492,22.949,374.227
"941","SK",2019,"SK02",37.283,890.026,804.772,7.453,40.518,930.544
"942","SK",2019,"SK03",35.629,635.56,566.791,8.074,25.066,660.626
"943","SK",2019,"SK04",31.018,706.771,662.751,4.385,8.617,715.388
"944","FI",2019,"FI1B",200.993,852.704,494.048,2.075,155.589,1008.293
"945","FI",2019,"FI1D",76.384,550.929,414.064,NA,58.802,609.731
"946","FI",2019,"FI1C",70.827,516.706,372.453,NA,72.311,589.017
"947","FI",2019,"FI19",99.868,629.469,447.031,NA,81.513,710.982
"948","FI",2019,"FI20",2.009,15.769,11.949,NA,NA,NA
"949","SE",2019,"SE32",47.272,177.151,117.964,NA,11.825,188.976
"950","SE",2019,"SE23",319.749,1054.313,679.574,NA,54.571,1108.884
"951","SE",2019,"SE31",98.959,406,284.802,NA,21.833,427.833
"952","SE",2019,"SE22",218.102,718.135,442.305,NA,56.794,774.929
"953","SE",2019,"SE21",104.003,428.167,295.605,NA,28.393,456.56
"954","SE",2019,"SE33",57.659,244.824,174.507,NA,12.473,257.297
"955","SE",2019,"SE11",516.793,1273.798,650.808,NA,104.701,1378.499
"956","SE",2019,"SE12",235.112,829.17,547.486,NA,46.122,875.292
"957","UK",2019,"UKH3",202.142,893.214,646.428,NA,43,936.214
"958","UK",2019,"UKD1",46.381,251.659,197.157,NA,NA,NA
"959","UK",2019,"UKD3",226.811,1356.027,1062.267,NA,63.494,1419.521
"960","UK",2019,"UKD6",106.642,462.796,332.988,NA,23.165,485.961
"961","UK",2019,"UKD7",113.609,757.342,617.897,NA,20.852,778.194
"962","UK",2019,"UKE3",132.764,637.496,472.238,NA,29.749,667.245
"963","UK",2019,"UKE4",189.741,1087.901,839.333,NA,55.125,1143.026
"964","UK",2019,"UKF1",269.626,1112.003,792.106,NA,50.27,1162.273
"965","UK",2019,"UKH2",201.138,946.728,684.87,NA,54.544,1001.272
"966","UK",2019,"UKF3",85.398,350.143,249.94,NA,14.805,364.948
"967","UK",2019,"UKI3",243.353,624.118,333.656,NA,43.945,668.063
"968","UK",2019,"UKG1",159.993,687.768,486.866,NA,40.91,728.678
"969","UK",2019,"UKG2",148.076,795.382,618.08,NA,27.532,822.914
"970","UK",2019,"UKH1",210.465,1230.254,945.488,NA,73.532,1303.786
"971","UK",2019,"UKG3",163.421,1339.58,1131.841,NA,42.513,1382.093
"972","UK",2019,"UKF2",220.889,942.321,671.011,NA,45.908,988.229
"973","UK",2019,"UKJ2",482.839,1481.592,866.376,NA,126.766,1608.358
"974","UK",2019,"UKI7",252.551,1019.06,690.542,NA,67.154,1086.214
"975","UK",2019,"UKL2",127.747,614.389,460.118,NA,22.495,636.884
"976","UK",2019,"UKM5",52.193,261.665,189.161,NA,16.659,278.324
"977","UK",2019,"UKJ1",346.533,1292.099,847.541,NA,94.718,1386.817
"978","UK",2019,"UKM6",33.661,215.229,168.627,NA,12.941,228.17
"979","UK",2019,"UKK2",136.234,633.471,449.862,NA,45.582,679.053
"980","UK",2019,"UKJ3",271.01,960.533,622.55,NA,65.068,1025.601
"981","UK",2019,"UKM8",97.935,726.296,603.686,NA,22.075,748.371
"982","UK",2019,"UKM9",56.482,448.772,368.652,NA,23.639,472.411
"983","UK",2019,"UKN0",129.108,875.568,705.941,NA,35.664,911.232
"984","UK",2019,"UKK4",146.315,613.501,424.019,NA,41.997,655.498
"985","UK",2019,"UKJ4",200.789,922.334,658.783,NA,60.177,982.511
"986","UK",2019,"UKI5",175.89,944.267,731.339,NA,37.038,981.305
"987","UK",2019,"UKE2",102.941,410.185,286.9,NA,19.27,429.455
"988","UK",2019,"UKC1",93.373,538.639,426.461,NA,18.805,557.444
"989","UK",2019,"UKC2",110.101,660.421,523.502,NA,24.261,684.682
"990","UK",2019,"UKD4",105.252,700.531,566.643,NA,28.636,729.167
"991","UK",2019,"UKE1",65.977,411.143,329.138,NA,14.486,425.629
"992","UK",2019,"UKI4",374.818,1366.65,927.86,NA,60.573,1427.223
"993","UK",2019,"UKM7",175.336,1027.835,812.977,NA,37.306,1065.141
"994","UK",2019,"UKL1",172.534,876.043,666.905,NA,32.346,908.389
"995","UK",2019,"UKI6",192.443,695.742,446.82,NA,52.14,747.882
"996","UK",2019,"UKK3",60.02,277.198,190.804,NA,22.275,299.473
"997","UK",2019,"UKK1",345.977,1260.829,831.998,NA,82.854,1343.683
"998","BE",2018,"BE23",103.168,693.226,512.067,28.722,49.269,742.495
"999","BE",2018,"BE25",72.499,540.591,395.26,27.877,44.954,585.545
"1000","BE",2018,"BE35",29.246,196.259,146.757,6.114,14.142,210.401
"1001","BE",2018,"BE10",87.846,463.108,332.77,12.32,30.171,493.279
"1002","BE",2018,"BE31",40.753,171.621,105.913,5.649,19.307,190.928
"1003","BE",2018,"BE21",139.466,807.087,596.547,25.885,45.189,852.276
"1004","BE",2018,"BE24",97.67,508.177,370.701,18.745,21.062,529.239
"1005","BE",2018,"BE32",47.513,478.551,374.319,21.818,34.902,513.453
"1006","BE",2018,"BE22",51.095,370.427,284.029,15.009,20.294,390.721
"1007","BE",2018,"BE33",52.876,407.537,318.488,12.643,23.53,431.067
"1008","BE",2018,"BE34",13.312,118.596,90.752,4.213,10.319,128.915
"1009","BG",2018,"BG34",NA,450.116,446.773,NA,NA,NA
"1010","BG",2018,"BG42",NA,628.172,621.951,NA,NA,NA
"1011","BG",2018,"BG41",7.066,1060.51,1051.504,NA,NA,NA
"1012","BG",2018,"BG31",NA,274.261,272.933,NA,NA,NA
"1013","BG",2018,"BG32",4.51,333.017,327.525,NA,NA,NA
"1014","BG",2018,"BG33",NA,406.586,403.184,NA,NA,NA
"1015","CZ",2018,"CZ01",71.271,706.796,589.908,NA,45.617,752.413
"1016","CZ",2018,"CZ08",33.063,588.731,529.52,NA,26.148,614.879
"1017","CZ",2018,"CZ02",30.921,680.035,622.652,NA,26.462,706.497
"1018","CZ",2018,"CZ04",16.521,536.978,501.933,NA,18.524,555.502
"1019","CZ",2018,"CZ06",62.258,835.086,739.783,NA,33.045,868.131
"1020","CZ",2018,"CZ05",40.322,739.254,669.964,NA,28.968,768.222
"1021","CZ",2018,"CZ07",19.651,597.871,557.203,NA,21.017,618.888
"1022","CZ",2018,"CZ03",17.038,608.792,568.906,NA,22.848,631.64
"1023","DK",2018,"DK01",230.853,938.129,626.144,NA,81.132,1019.261
"1024","DK",2018,"DK02",67.071,384.977,285.61,NA,32.295,417.272
"1025","DK",2018,"DK03",95.824,581.28,436.968,NA,48.488,629.768
"1026","DK",2018,"DK04",115.006,650.744,484.234,NA,51.504,702.248
"1027","DK",2018,"DK05",42.304,277.133,213.526,NA,21.304,298.437
"1028","DE",2018,"DEA5",80.581,1718.602,1565.743,NA,71.499,1790.101
"1029","DE",2018,"DEC0",22.055,481.089,436.917,NA,22.014,503.103
"1030","DE",2018,"DED2",40.109,766.561,697.721,NA,28.527,795.088
"1031","DE",2018,"DE80",29.274,743.973,686.732,NA,27.354,771.327
"1032","DE",2018,"DE22",24.029,660.999,596.688,NA,39.453,700.452
"1033","DE",2018,"DE14",62.258,997.38,872.952,NA,61.376,1058.756
"1034","DE",2018,"DE11",203.858,2238.122,1918.472,NA,113.518,2351.64
"1035","DE",2018,"DE12",110.437,1465.233,1280.636,NA,72.442,1537.675
"1036","DE",2018,"DE21",293.322,2546.392,2058.373,5.835,188.862,2735.254
"1037","DE",2018,"DE23",23.211,592.224,537.806,NA,30.684,622.908
"1038","DE",2018,"DE24",27.532,565.645,505.862,NA,31.718,597.363
"1039","DE",2018,"DE25",59.381,920.705,817.523,NA,42.538,963.243
"1040","DE",2018,"DE26",38.406,709.585,630.291,NA,38.919,748.504
"1041","DE",2018,"DE30",181.663,1844.405,1537.705,NA,124.615,1969.02
"1042","DE",2018,"DE40",60.623,1246.435,1135.958,NA,49.855,1296.29
"1043","DE",2018,"DE50",23.324,329.417,293.619,NA,11.92,341.337
"1044","DE",2018,"DE60",102.815,966.265,800.415,NA,58.399,1024.664
"1045","DE",2018,"DE71",191.264,2044.482,1729.195,NA,122.255,2166.737
"1046","DE",2018,"DE72",30.233,511.601,450.574,NA,30.471,542.072
"1047","DE",2018,"DE73",33.136,612.307,547.335,NA,31.261,643.568
"1048","DE",2018,"DE92",62.133,1050.568,936.271,NA,51.738,1102.306
"1049","DE",2018,"DE93",53.826,851.206,736.538,NA,60.496,911.702
"1050","DE",2018,"DE94",56.443,1298.091,1165.727,NA,75.664,1373.755
"1051","DE",2018,"DEA1",158.067,2487.166,2212.996,NA,114.203,2601.369
"1052","DE",2018,"DEA2",139.858,2187.528,1913.144,NA,132.987,2320.515
"1053","DE",2018,"DEA3",65.996,1306.093,1172.081,NA,67.293,1373.386
"1054","DE",2018,"DEA4",53.959,1025.533,929.837,NA,41.523,1067.056
"1055","DE",2018,"DEB1",42.923,756.36,667.569,NA,45.458,801.818
"1056","DE",2018,"DEB2",14.85,284.571,254.986,NA,14.642,299.213
"1057","DE",2018,"DEB3",69.262,1018.129,888.544,NA,59.92,1078.049
"1058","DE",2018,"DED4",24.829,682.93,637.686,NA,19.851,702.781
"1059","DE",2018,"DED5",32.709,517.774,465.571,NA,19.391,537.165
"1060","DE",2018,"DEE0",30.602,1020.422,961.703,NA,27.732,1048.154
"1061","DE",2018,"DEF0",93.545,1436.644,1252.124,NA,86.963,1523.607
"1062","DE",2018,"DEG0",46.216,1040.915,954.894,NA,39.805,1080.72
"1063","DE",2018,"DE91",42.174,772.503,696.486,NA,33.51,806.013
"1064","DE",2018,"DE27",63.421,1004.36,889.416,NA,50.988,1055.348
"1065","DE",2018,"DE13",76.75,1210.596,1063.706,NA,68.536,1279.132
"1066","EE",2018,"EE00",76.818,656.529,530.367,NA,49.344,705.873
"1067","IE",2018,"IE06",167.901,1147.139,906.699,2.096,70.443,1217.582
"1068","IE",2018,"IE04",35.343,384.911,314.731,NA,33.917,418.828
"1069","IE",2018,"IE05",86.522,725.213,582.47,NA,55.209,780.422
"1070","EL",2018,"EL62",2.825,78.252,74.346,NA,NA,NA
"1071","EL",2018,"EL63",7.063,218.181,208.445,NA,2.674,220.855
"1072","EL",2018,"EL64",3.388,191.25,184.903,NA,2.959,194.209
"1073","EL",2018,"EL41",NA,70.949,69.8,NA,NA,NA
"1074","EL",2018,"EL65",2.211,208.186,203.788,NA,2.187,210.373
"1075","EL",2018,"EL43",6.052,247.255,239.031,NA,2.172,249.427
"1076","EL",2018,"EL30",48.886,1378.527,1288.111,NA,41.531,1420.058
"1077","EL",2018,"EL53",NA,86.248,85.307,NA,NA,NA
"1078","EL",2018,"EL61",1.796,253.253,249.195,NA,2.262,255.515
"1079","EL",2018,"EL51",4.028,213.303,206.582,NA,2.643,215.946
"1080","EL",2018,"EL52",36.115,642.05,587.723,NA,18.212,660.262
"1081","EL",2018,"EL54",NA,108.934,107.825,NA,NA,NA
"1082","EL",2018,"EL42",3.338,131.57,126.251,NA,1.981,133.551
"1083","ES",2018,"ES13",4.849,240.977,221.313,NA,12.957,253.934
"1084","ES",2018,"ES12",10.627,391.505,363.258,2.171,15.857,407.362
"1085","ES",2018,"ES23",5.581,138.037,125.76,NA,5.642,143.679
"1086","ES",2018,"ES43",14.495,378.902,342.72,2.005,20.376,399.278
"1087","ES",2018,"ES22",8.683,282.519,260.59,2.556,11.03,293.549
"1088","ES",2018,"ES21",27.162,923.56,854.466,7.173,33.743,957.303
"1089","ES",2018,"ES11",42.19,1077.604,971.426,10.086,54.138,1131.742
"1090","ES",2018,"ES24",16.471,574.124,523.502,5.075,27.531,601.655
"1091","ES",2018,"ES51",115.537,3362.193,3086.909,34.296,127.206,3489.399
"1092","ES",2018,"ES61",85.176,3031.333,2800.229,24.828,121.581,3152.914
"1093","ES",2018,"ES30",111.173,2990.895,2689.628,51.684,138.352,3129.247
"1094","ES",2018,"ES41",31.467,983.04,902.882,9.44,38.16,1021.2
"1095","ES",2018,"ES42",20.569,805.273,742.252,8.067,34.388,839.661
"1096","ES",2018,"ES52",65.989,2042.159,1854.368,14.474,108.039,2150.198
"1097","ES",2018,"ES53",15.519,559.546,519.621,5.015,21.885,581.431
"1098","ES",2018,"ES62",22.64,591.724,543.915,4.373,21.362,613.086
"1099","ES",2018,"ES63",NA,27.59,24.713,NA,NA,NA
"1100","ES",2018,"ES64",NA,29.282,26.807,NA,NA,NA
"1101","ES",2018,"ES70",23.984,897.163,839.114,5.933,29.711,926.874
"1102","FR",2018,"FRY3",NA,67.392,52.618,NA,NA,NA
"1103","FR",2018,"FRY2",NA,119.841,99.338,NA,NA,NA
"1104","FR",2018,"FRF3",100.1,926.611,780.531,NA,45.98,972.591
"1105","FR",2018,"FRK2",418.177,2839.729,2223.47,NA,198.081,3037.81
"1106","FR",2018,"FRM0",NA,147.495,132.95,NA,NA,NA
"1107","FR",2018,"FRF2",67.541,495.497,405.679,NA,22.276,517.773
"1108","FR",2018,"FRY1",NA,117.523,99.92,NA,NA,NA
"1109","FR",2018,"FRE1",209.715,1515.111,1193.599,NA,111.798,1626.909
"1110","FR",2018,"FRY4",28.486,257.646,204.811,NA,24.349,281.995
"1111","FR",2018,"FR10",1011.689,5501.233,4055.829,NA,433.716,5934.949
"1112","FR",2018,"FRC1",84.423,660.869,532.734,NA,42.901,703.77
"1113","FR",2018,"FRD1",68.268,584.132,482.788,NA,33.076,617.208
"1114","FR",2018,"FRB0",119.959,1025.378,843.604,NA,61.815,1087.193
"1115","FR",2018,"FRK1",81.311,553.357,437.921,NA,34.125,587.482
"1116","FR",2018,"FRJ1",129.613,1014.827,806.146,NA,79.067,1093.894
"1117","FR",2018,"FRC2",47.545,469.175,388.105,NA,33.524,502.699
"1118","FR",2018,"FRD2",81.254,722.67,599.057,NA,42.36,765.03
"1119","FR",2018,"FRE2",81.33,747.434,624.202,NA,41.902,789.336
"1120","FR",2018,"FRF1",119.691,860.62,695.363,NA,45.566,906.186
"1121","FR",2018,"FRG0",193.297,1531.073,1252.36,NA,85.416,1616.489
"1122","FR",2018,"FRH0",153.774,1384.486,1139.621,NA,91.091,1475.577
"1123","FR",2018,"FRI1",199.867,1373.499,1090.181,NA,83.452,1456.951
"1124","FR",2018,"FRI2",39.1,277.027,220.092,NA,NA,NA
"1125","FR",2018,"FRI3",71.969,714.671,592.111,NA,50.591,765.262
"1126","FR",2018,"FRL0",299.936,1915.081,1467.39,NA,147.756,2062.837
"1127","FR",2018,"FRJ2",196.01,1285.697,987.859,NA,101.098,1386.795
"1128","HR",2018,"HR05",43.983,352.372,300.388,NA,8.001,360.373
"1129","HR",2018,"HR03",27.225,499.654,464.888,NA,7.541,507.195
"1130","HR",2018,"HR02",6.784,381.509,372.128,NA,2.597,384.106
"1131","HR",2018,"HR06",7.264,341.271,327.974,NA,6.034,347.305
"1132","IT",2018,"ITC1",25.505,1816.872,1718.626,NA,72.339,1889.211
"1133","IT",2018,"ITC2",NA,54.933,52.752,NA,1.682,56.615
"1134","IT",2018,"ITC3",8.229,602.282,568.81,NA,24.946,627.228
"1135","IT",2018,"ITC4",60.671,4397.886,4162.45,NA,173.548,4571.434
"1136","IT",2018,"ITF1",6.199,494.607,471.318,NA,16.939,511.546
"1137","IT",2018,"ITF2",NA,106.296,102.442,NA,2.809,109.105
"1138","IT",2018,"ITF3",15.958,1644.032,1574.028,10.701,43.345,1687.377
"1139","IT",2018,"ITF4",12.216,1203.607,1166.839,NA,24.312,1227.919
"1140","IT",2018,"ITF5",1.901,185.314,177.66,NA,5.732,191.046
"1141","IT",2018,"ITF6",4.534,540.887,519.104,4.197,13.053,553.94
"1142","IT",2018,"ITG1",10.994,1343.62,1292.471,4.47,35.685,1379.305
"1143","IT",2018,"ITG2",6.444,575.206,553.184,NA,14.974,590.18
"1144","IT",2018,"ITH1",2.031,255.687,238.329,NA,15.217,270.904
"1145","IT",2018,"ITH2",4.159,239.088,225.287,NA,8.761,247.849
"1146","IT",2018,"ITH3",24.285,2126.116,2011.827,NA,88.669,2214.785
"1147","IT",2018,"ITH4",10.19,507.602,471.833,NA,25.037,532.639
"1148","IT",2018,"ITH5",29.871,1997.847,1883.427,4.599,79.95,2077.797
"1149","IT",2018,"ITI1",20.815,1580.197,1493.412,NA,65.466,1645.663
"1150","IT",2018,"ITI2",4.791,350.754,334.205,NA,11.699,362.453
"1151","IT",2018,"ITI3",5.894,634.512,610.527,NA,18.026,652.538
"1152","IT",2018,"ITI4",31.238,2327.166,2188.543,NA,106.636,2433.802
"1153","CY",2018,"CY00",3.804,400.878,391.849,NA,5.225,406.103
"1154","LV",2018,"LV00",17.95,909.373,864.068,NA,26.505,935.878
"1155","LT",2018,"LT01",16.689,442.256,415.512,NA,10.055,452.311
"1156","LT",2018,"LT02",12.909,932.457,893.501,NA,26.047,958.504
"1157","LU",2018,"LU00",55.009,279.906,192.005,1.837,31.055,310.961
"1158","HU",2018,"HU32",12.41,636.043,614.778,NA,8.855,644.898
"1159","HU",2018,"HU31",10.112,486.025,468.369,NA,7.544,493.569
"1160","HU",2018,"HU23",12.006,375.888,352.207,NA,11.675,387.563
"1161","HU",2018,"HU22",11.979,471.002,450.418,NA,8.604,479.606
"1162","HU",2018,"HU21",7.583,501.768,485.869,NA,8.316,510.084
"1163","HU",2018,"HU12",18.415,595.786,560.103,NA,17.268,613.054
"1164","HU",2018,"HU11",81.157,832.838,715.575,NA,36.107,868.945
"1165","HU",2018,"HU33",13.879,559.912,537.538,NA,8.494,568.406
"1166","MT",2018,"MT00",9.289,236.734,213.291,NA,14.153,250.887
"1167","NL",2018,"NL21",110.457,586.899,398.353,7.545,70.544,657.443
"1168","NL",2018,"NL22",217.539,1036.995,669.96,9.564,139.933,1176.928
"1169","NL",2018,"NL12",49.93,319.576,227.341,1.762,40.543,360.119
"1170","NL",2018,"NL11",50.929,285.562,187.196,3.667,43.771,329.333
"1171","NL",2018,"NL32",353.199,1495.433,885.806,17.645,238.782,1734.215
"1172","NL",2018,"NL42",96.63,550.871,376.703,4.566,72.973,623.844
"1173","NL",2018,"NL34",32.765,197.011,130.758,3.022,30.466,227.477
"1174","NL",2018,"NL31",184.827,682.495,375.761,7.458,114.449,796.944
"1175","NL",2018,"NL41",263.469,1322.608,868.469,13.995,176.675,1499.283
"1176","NL",2018,"NL13",39.964,235.828,159.098,3.314,33.453,269.281
