"","YEAR","COREG_2DW","Never_all","Never_incountry","Total_all","Never_cross"
"1106",2013,"FR00",90.479,64.035,90.479,26.444
"1107",2013,"FR10",4493.832,4493.832,5620.817,0
"1108",2013,"FRB0",774.337,774.337,966.609,0
"1109",2013,"FRC1",528.303,528.303,642.488,0
"1110",2013,"FRC2",311.783,311.783,401.651,0
"1111",2013,"FRD1",430.371,430.371,519.095,0
"1112",2013,"FRD2",536.364,536.364,656.916,0
"1113",2013,"FRE1",1176.552,1176.552,1424.273,0
"1114",2013,"FRE2",533.14,533.14,628.269,0
"1115",2013,"FRF1",606.209,606.209,747.781,0
"1116",2013,"FRF2",394.915,394.915,480.308,0
"1117",2013,"FRF3",624.056,624.056,759.398,0
"1118",2013,"FRG0",1194.895,1194.895,1465.41,0
"1119",2013,"FRH0",1036.844,1036.844,1319.485,0
"1120",2013,"FRI1",1019.611,1019.611,1324.875,0
"1121",2013,"FRI2",251.211,251.211,284.782,0
"1122",2013,"FRI3",586.622,586.622,713.972,0
"1123",2013,"FRJ1",731.542,731.542,936.197,0
"1124",2013,"FRJ2",960.661,960.661,1244.814,0
"1125",2013,"FRK1",408.666,408.666,507.691,0
"1126",2013,"FRK2",2030.851,2030.851,2582.722,0
"1127",2013,"FRL0",1526.045,1526.045,1912.264,0
"1128",2013,"FRM0",56.055,56.055,56.055,0
"1129",2013,"FRY2",0,0,0,0
"1130",2013,"FRY4",0,0,0,0
"1131",2013,"HR03",446.167,446.167,475.308,0
"1132",2013,"HR04",961.382,961.382,996.783,0
"1133",2013,"HU11",832.318,832.318,997.26,0
"1134",2013,"HU12",306.832,306.832,341.825,0
"1135",2013,"HU21",371.182,366.882,403.094,4.30000000000001
"1136",2013,"HU22",360.475,360.475,394.592,0
"1137",2013,"HU23",274.991,274.991,313.968,0
"1138",2013,"HU31",339.59,339.59,372.703,0
"1139",2013,"HU32",474.777,474.777,506.876,0
"1140",2013,"HU33",421.848,421.848,469.285,0
"1141",2013,"IE00",57.681,57.681,77.593,0
"1142",2013,"IE04",257.685,257.685,301.821,0
"1143",2013,"IE05",529.888,529.888,610.626,0
"1144",2013,"IE06",790.977,790.977,924.075,0
"1145",2013,"IS00",98.133,98.133,154.93,0
"1146",2013,"ITC1",1662.841,1652.654,1749.237,10.1869999999999
"1147",2013,"ITC2",54.414,54.414,54.414,0
"1148",2013,"ITC3",578.659,578.659,609.882,0
"1149",2013,"ITC4",4012.498,4012.498,4230.913,0
"1150",2013,"ITF1",463.494,463.494,483.157,0
"1151",2013,"ITF2",92.073,92.073,94.661,0
"1152",2013,"ITF3",1467.201,1467.201,1530.947,0
"1153",2013,"ITF4",1106.717,1098.236,1142.791,8.48099999999999
"1154",2013,"ITF5",173.708,173.708,181.321,0
"1155",2013,"ITF6",487.739,487.739,508.855,0
"1156",2013,"ITG1",1265.895,1265.895,1309.031,0
"1157",2013,"ITG2",523.848,523.848,544.365,0
"1158",2013,"ITH1",233.668,233.668,247.415,0
"1159",2013,"ITH2",220.315,220.315,229.838,0
"1160",2013,"ITH3",1939.34,1939.34,2025.587,0
"1161",2013,"ITH4",478.64,476.218,499.769,2.42200000000003
"1162",2013,"ITH5",1826.163,1826.163,1916.411,0
"1163",2013,"ITI1",1460.507,1460.507,1537.084,0
"1164",2013,"ITI2",321.335,321.335,338.511,0
"1165",2013,"ITI3",576.144,576.144,601.863,0
"1166",2013,"ITI4",2151.546,2151.546,2256.415,0
"1167",2013,"LT01",832.826,832.826,882.913,0
"1168",2013,"LT02",382.035,382.035,405.757,0
"1169",2013,"LU00",335.394,175.875,398.101,159.519
"1170",2013,"LV00",850.488,850.488,882.752,0
"1171",2013,"MT00",173.025,173.025,180.319,0
"1172",2013,"NL11",239.887,239.887,269.192,0
"1173",2013,"NL12",264.338,264.338,305.677,0
"1174",2013,"NL13",190.801,190.801,222.554,0
"1175",2013,"NL21",481.202,474.979,542.596,6.22300000000001
"1176",2013,"NL22",821.259,821.259,953.454,0
"1177",2013,"NL23",133.326,133.326,159.421,0
"1178",2013,"NL31",546.973,546.973,641.693,0
"1179",2013,"NL32",1259.466,1259.466,1461.214,0
"1180",2013,"NL33",1467.168,1467.168,1681.051,0
"1181",2013,"NL34",145.654,145.654,164.912,0
"1182",2013,"NL41",1067.585,1067.585,1218.531,0
"1183",2013,"NL42",450.463,443.279,511.642,7.18400000000003
"1184",2013,"NO00",46.307,13.702,49.838,32.605
"1185",2013,"NO01",588.815,588.815,687.494,0
"1186",2013,"NO02",156.438,156.438,175.796,0
"1187",2013,"NO03",376.759,376.759,430.846,0
"1188",2013,"NO04",326.916,326.916,365.871,0
"1189",2013,"NO05",379.741,379.741,420.523,0
"1190",2013,"NO06",190.513,190.513,216.655,0
"1191",2013,"NO07",191.139,191.139,214.962,0
"1192",2013,"PL21",1158.429,1158.429,1280.123,0
"1193",2013,"PL22",1637.294,1637.294,1911.194,0
"1194",2013,"PL41",1190.096,1190.096,1359.506,0
"1195",2013,"PL42",489.789,489.789,554.329,0
"1196",2013,"PL43",339.674,339.674,393.542,0
"1197",2013,"PL51",901.682,901.682,1047.608,0
"1198",2013,"PL52",314.603,314.603,328.545,0
"1199",2013,"PL61",653.704,653.704,748.896,0
"1200",2013,"PL62",484.578,484.578,519.789,0
"1201",2013,"PL63",737.702,737.702,888.448,0
"1202",2013,"PL71",1089.469,1089.469,1214.295,0
"1203",2013,"PL72",508.063,508.063,539.831,0
"1204",2013,"PL81",829.555,829.555,934.415,0
"1205",2013,"PL82",676.42,676.42,793.222,0
"1206",2013,"PL84",407.235,407.235,451.358,0
"1207",2013,"PL91",1128.606,1128.606,1454.638,0
"1208",2013,"PL92",890.244,890.244,1026.562,0
"1209",2013,"PT11",1275.458,1275.458,1486.006,0
"1210",2013,"PT15",166.321,166.321,191.604,0
"1211",2013,"PT16",917.162,917.162,1047.912,0
"1212",2013,"PT17",972.099,972.099,1157.482,0
"1213",2013,"PT18",259.044,259.044,296.926,0
"1214",2013,"PT20",85.355,85.355,98.898,0
"1215",2013,"PT30",91.705,91.705,108.694,0
"1216",2013,"RO11",1140.712,1140.712,1140.712,0
"1217",2013,"RO12",876.368,876.368,876.368,0
"1218",2013,"RO21",1477.274,1477.274,1477.274,0
"1219",2013,"RO22",955.108,955.108,955.108,0
"1220",2013,"RO31",1222.021,1222.021,1222.021,0
"1221",2013,"RO32",1111.496,1111.496,1111.496,0
"1222",2013,"RO41",887.004,887.004,887.004,0
"1223",2013,"RO42",754.691,754.691,754.691,0
"1224",2013,"SE00",5.926,5.926,5.926,0
"1225",2013,"SE11",736.085,736.085,1194.667,0
"1226",2013,"SE12",503.796,503.796,697.619,0
"1227",2013,"SE21",300.655,300.655,395.797,0
"1228",2013,"SE22",444.545,444.545,640.378,0
"1229",2013,"SE23",650.587,650.587,932.648,0
"1230",2013,"SE31",292.911,292.911,370.783,0
"1231",2013,"SE32",127.012,127.012,168.76,0
"1232",2013,"SE33",181.766,181.766,239.914,0
"1233",2013,"SI03",370.336,370.336,432.29,0
"1234",2013,"SI04",364.72,364.72,457.707,0
"1235",2013,"SK01",299.14,299.14,368.381,0
"1236",2013,"SK02",674.893,672.59,740.83,2.303
"1237",2013,"SK03",473.464,473.464,514.642,0
"1238",2013,"SK04",533.455,533.455,551.918,0
"1239",2013,"TR00",20.148,20.148,20.148,0
"1240",2013,"TR10",4703.95,4703.95,4755.545,0
"1241",2013,"TR21",662.163,662.163,691.537,0
"1242",2013,"TR22",582.997,582.997,592.359,0
"1243",2013,"TR31",1471.568,1471.568,1510.826,0
"1244",2013,"TR32",1200.044,1200.044,1211.936,0
"1245",2013,"TR33",1081.763,1081.763,1093.156,0
"1246",2013,"TR41",1382.377,1382.377,1402.069,0
"1247",2013,"TR42",1309.827,1309.827,1331.461,0
"1248",2013,"TR51",1687.67,1687.67,1694.31,0
"1249",2013,"TR52",732.843,732.843,759.809,0
"1250",2013,"TR61",1082.279,1082.279,1138.521,0
"1251",2013,"TR62",1176.461,1176.461,1199.63,0
"1252",2013,"TR63",826.951,826.951,875.117,0
"1253",2013,"TR71",501.673,501.673,508.784,0
"1254",2013,"TR72",739.523,739.523,750.748,0
"1255",2013,"TR81",388.724,388.724,412.146,0
"1256",2013,"TR82",260.755,260.755,266.403,0
"1257",2013,"TR83",864.169,864.169,910.158,0
"1258",2013,"TR90",960.767,960.767,970.176,0
"1259",2013,"TRA1",259.795,259.795,313.327,0
"1260",2013,"TRA2",347.13,347.13,348.77,0
"1261",2013,"TRB1",600.417,600.417,613.008,0
"1262",2013,"TRB2",469.825,469.825,478.014,0
"1263",2013,"TRC1",684.723,684.723,704.993,0
"1264",2013,"TRC2",611.65,611.65,614.435,0
"1265",2013,"TRC3",346.386,346.386,348.902,0
"1266",2013,"UK00",118.27,54.495,122.686,63.775
"1267",2013,"UKC1",368.888,368.888,459.387,0
"1268",2013,"UKC2",519.965,519.965,623.633,0
"1269",2013,"UKD1",200.496,200.496,246.671,0
"1270",2013,"UKD3",973.215,973.215,1233.149,0
"1271",2013,"UKD4",507.036,507.036,645.801,0
"1272",2013,"UKD6",329.791,329.791,450.527,0
"1273",2013,"UKD7",502.567,502.567,603.03,0
"1274",2013,"UKE1",338.714,338.714,403.081,0
"1275",2013,"UKE2",292.642,292.642,388.408,0
"1276",2013,"UKE3",483.059,483.059,601.175,0
"1277",2013,"UKE4",773.086,773.086,1006.743,0
"1278",2013,"UKF1",663.847,663.847,878.075,0
"1279",2013,"UKF2",583.556,583.556,787.128,0
"1280",2013,"UKF3",259.98,259.98,328.013,0
"1281",2013,"UKG1",452.603,452.603,580.649,0
"1282",2013,"UKG2",528.307,528.307,670.487,0
"1283",2013,"UKG3",1020.757,1020.757,1217.326,0
"1284",2013,"UKH1",830.392,830.392,1171.112,0
"1285",2013,"UKH2",550.596,550.596,783.853,0
"1286",2013,"UKH3",516.713,516.713,683.954,0
"1287",2013,"UKI3",1327.851,1327.851,1858.622,0
"1288",2013,"UKI4",676.85,676.85,1029.738,0
"1289",2013,"UKI5",386.871,386.871,484.987,0
"1290",2013,"UKI6",242.086,242.086,393.193,0
"1291",2013,"UKI7",616.239,616.239,826.26,0
"1292",2013,"UKJ1",850.716,850.716,1217.343,0
"1293",2013,"UKJ2",821.173,821.173,1253.733,0
"1294",2013,"UKJ3",615.51,615.51,857.989,0
"1295",2013,"UKJ4",546.606,546.606,737.644,0
"1296",2013,"UKK1",820.554,820.554,1167.867,0
"1297",2013,"UKK2",448.715,448.715,617.824,0
"1298",2013,"UKK3",171.692,171.692,251.787,0
"1299",2013,"UKK4",394.249,394.249,518.29,0
"1300",2013,"UKL1",612.363,612.363,755.939,0
"1301",2013,"UKL2",439.653,439.653,569.762,0
"1302",2013,"UKM5",214.761,214.761,264.498,0
"1303",2013,"UKM6",174.631,174.631,231.652,0
"1304",2013,"UKM7",739.848,739.848,912.147,0
"1305",2013,"UKM8",616.354,616.354,734.11,0
"1306",2013,"UKM9",294.634,294.634,372.887,0
"1307",2013,"UKN0",663.606,663.606,802.672,0
"1308",2014,"AT11",75.596,75.596,96.272,0
"1309",2014,"AT12",525.693,513.925,680.599,11.768
"1310",2014,"AT13",713.517,705.77,942.919,7.74699999999996
"1311",2014,"AT21",197.978,196.738,248.025,1.24000000000001
"1312",2014,"AT22",446.749,446.749,572.238,0
"1313",2014,"AT31",584.108,570.735,735.124,13.373
"1314",2014,"AT32",233.203,223.426,288.701,9.77699999999999
"1315",2014,"AT33",291.074,285.429,368.12,5.64499999999998
"1316",2014,"AT34",141.139,141.139,174.948,0
"1317",2014,"BE00",16.114,0,16.114,16.114
"1318",2014,"BE10",521.658,521.658,699.673,0
"1319",2014,"BE21",556.484,556.484,720.037,0
"1320",2014,"BE22",256.636,256.636,316.66,0
"1321",2014,"BE23",441.921,441.921,564.78,0
"1322",2014,"BE24",312.604,312.604,426.095,0
"1323",2014,"BE25",365.182,365.182,465.187,0
"1324",2014,"BE31",102.668,102.668,145.535,0
"1325",2014,"BE32",296.928,296.928,365.996,0
"1326",2014,"BE33",279.007,279.007,349.987,0
"1327",2014,"BE34",62.565,62.565,80.36,0
"1328",2014,"BE35",120.268,120.268,150.92,0
"1329",2014,"BG31",269.846,269.846,269.846,0
"1330",2014,"BG32",310.067,310.067,310.067,0
"1331",2014,"BG33",378.906,378.906,378.906,0
"1332",2014,"BG34",403.442,403.442,403.442,0
"1333",2014,"BG41",966.106,966.106,975.142,0
"1334",2014,"BG42",581.166,581.166,592.533,0
"1335",2014,"CH00",202.752,82.415,242.184,120.337
"1336",2014,"CH01",706.488,551.063,933.774,155.425
"1337",2014,"CH02",668.166,668.166,951.54,0
"1338",2014,"CH03",421.498,380.044,592.017,41.454
"1339",2014,"CH04",591.697,591.697,905.208,0
"1340",2014,"CH05",414.677,414.677,577.732,0
"1341",2014,"CH06",301.295,301.295,433.957,0
"1342",2014,"CH07",121.659,121.659,155.897,0
"1343",2014,"CY00",351.1,351.1,362.741,0
"1344",2014,"CZ01",709.028,700.421,791.525,8.60699999999997
"1345",2014,"CZ02",502.164,502.164,549.768,0
"1346",2014,"CZ03",527.104,527.104,559.04,0
"1347",2014,"CZ04",440.26,440.26,488.535,0
"1348",2014,"CZ05",619.488,619.488,674.444,0
"1349",2014,"CZ06",716.893,716.893,788.965,0
"1350",2014,"CZ07",513.339,510.901,551.221,2.43800000000005
"1351",2014,"CZ08",512.65,508.685,541.929,3.96499999999997
"1352",2014,"DE00",424.094,277.454,483.85,146.64
"1353",2014,"DE11",1868.826,1868.826,2140.001,0
"1354",2014,"DE12",1232.37,1232.37,1389.254,0
"1355",2014,"DE13",961.689,961.689,1079.334,0
"1356",2014,"DE14",798.735,798.735,910.477,0
"1357",2014,"DE21",2052.356,2041.947,2471.103,10.4089999999999
"1358",2014,"DE22",533.369,518.555,599.986,14.814
"1359",2014,"DE23",497.776,491.096,549.693,6.68000000000001
"1360",2014,"DE24",474.858,472.706,536.363,2.15199999999999
"1361",2014,"DE25",819.698,819.698,912.808,0
"1362",2014,"DE26",564.026,564.026,644.005,0
"1363",2014,"DE27",788.924,788.924,892.567,0
"1364",2014,"DE30",1584.981,1573.744,1848.265,11.2370000000001
"1365",2014,"DE40",886.822,886.822,968.08,0
"1366",2014,"DE50",368.653,368.653,400.885,0
"1367",2014,"DE60",999.261,999.261,1153.215,0
"1368",2014,"DE71",1698.532,1698.532,1988.42,0
"1369",2014,"DE72",411.389,411.389,472.561,0
"1370",2014,"DE73",529.153,529.153,597.741,0
"1371",2014,"DE80",634.759,634.759,685.995,0
"1372",2014,"DE91",685.743,685.743,751.795,0
"1373",2014,"DE92",925.02,925.02,1020.006,0
"1374",2014,"DE93",567.039,567.039,654.634,0
"1375",2014,"DE94",1040.626,1040.626,1159.837,0
"1376",2014,"DEA1",2194.427,2194.427,2424.771,0
"1377",2014,"DEA2",1798.621,1798.621,2039.906,0
"1378",2014,"DEA3",1000.361,1000.361,1114.905,0
"1379",2014,"DEA4",873.749,873.749,974.78,0
"1380",2014,"DEA5",1486.325,1486.325,1631.943,0
"1381",2014,"DEB1",572.744,572.744,639.91,0
"1382",2014,"DEB2",211.174,211.174,234.581,0
"1383",2014,"DEB3",804.187,804.187,907.691,0
"1384",2014,"DEC0",418.514,418.514,451.01,0
"1385",2014,"DED2",672.087,670.276,729.609,1.81100000000004
"1386",2014,"DED4",628.59,628.59,672.898,0
"1387",2014,"DED5",436.084,436.084,475.266,0
"1388",2014,"DEE0",896.022,896.022,956.854,0
"1389",2014,"DEF0",1038.202,1038.202,1204.082,0
"1390",2014,"DEG0",907.186,907.186,984.26,0
"1391",2014,"DK00",18.32,0,27.578,18.32
"1392",2014,"DK01",624.173,624.173,942.478,0
"1393",2014,"DK02",224.348,224.348,305.893,0
"1394",2014,"DK03",399.384,399.384,533.671,0
"1395",2014,"DK04",440.705,440.705,602.974,0
"1396",2014,"DK05",208.154,208.154,267.388,0
"1397",2014,"EE00",522.33,522.33,603.001,0
"1398",2014,"EL30",1220.66,1220.66,1323.949,0
"1399",2014,"EL41",60.432,60.432,60.432,0
"1400",2014,"EL42",118.152,118.152,124.272,0
"1401",2014,"EL43",209.263,209.263,212.457,0
"1402",2014,"EL51",181.014,181.014,195.265,0
"1403",2014,"EL52",540.943,540.943,562.112,0
"1404",2014,"EL53",80.437,80.437,82.074,0
"1405",2014,"EL54",98.456,98.456,103.194,0
"1406",2014,"EL61",228.991,228.991,231.503,0
"1407",2014,"EL62",70.272,70.272,70.272,0
"1408",2014,"EL63",191.755,191.755,201.863,0
"1409",2014,"EL64",166.24,166.24,173.39,0
"1410",2014,"EL65",183.06,183.06,189.823,0
"1411",2014,"ES11",905.629,905.629,979.811,0
"1412",2014,"ES12",342.772,342.772,363.876,0
"1413",2014,"ES13",189.373,189.373,204.666,0
"1414",2014,"ES21",822.536,822.536,874.992,0
"1415",2014,"ES22",247.613,247.613,259.85,0
"1416",2014,"ES23",114.907,114.907,123.651,0
"1417",2014,"ES24",472.796,472.796,514.972,0
"1418",2014,"ES30",2501.849,2501.849,2740.543,0
"1419",2014,"ES41",842.438,842.438,903.162,0
"1420",2014,"ES42",595.119,595.119,637.743,0
"1421",2014,"ES43",320.077,320.077,347.482,0
"1422",2014,"ES51",2907.921,2907.921,3037.131,0
"1423",2014,"ES52",1591.464,1591.464,1742.086,0
"1424",2014,"ES53",458.331,458.331,483.714,0
"1425",2014,"ES61",2400.329,2400.329,2592.576,0
"1426",2014,"ES62",487.7,487.7,531.509,0
"1427",2014,"ES63",23.967,23.967,23.967,0
"1428",2014,"ES64",22.892,22.892,22.892,0
"1429",2014,"ES70",688.093,688.093,729.215,0
"1430",2014,"FI00",7.094,0,7.094,7.094
"1431",2014,"FI19",452.628,452.628,590.07,0
"1432",2014,"FI1B",561.577,556.569,821.602,5.00800000000004
"1433",2014,"FI1C",371.941,370.166,476.236,1.77499999999998
"1434",2014,"FI1D",428.696,428.696,531.358,0
"1435",2014,"FI20",12.309,12.309,17.338,0
"1436",2014,"FR00",81.33,55.337,83.945,25.993
"1437",2014,"FR10",4304.789,4304.789,5513.899,0
"1438",2014,"FRB0",805.911,805.911,974.738,0
"1439",2014,"FRC1",513.875,513.875,627.935,0
"1440",2014,"FRC2",330.738,330.738,397.165,0
"1441",2014,"FRD1",431.725,431.725,557.122,0
"1442",2014,"FRD2",569.975,569.975,690.426,0
"1443",2014,"FRE1",1184.21,1184.21,1436.439,0
"1444",2014,"FRE2",572.715,572.715,673.138,0
"1445",2014,"FRF1",640.717,640.717,752.554,0
"1446",2014,"FRF2",416.697,416.697,498.867,0
"1447",2014,"FRF3",644.645,644.645,775.329,0
"1448",2014,"FRG0",1222.828,1222.828,1523.739,0
"1449",2014,"FRH0",1066.183,1066.183,1320.381,0
"1450",2014,"FRI1",1052.789,1052.789,1344.843,0
"1451",2014,"FRI2",233.784,233.784,293.491,0
"1452",2014,"FRI3",594.989,594.989,699.442,0
"1453",2014,"FRJ1",765.194,765.194,971.678,0
"1454",2014,"FRJ2",928.24,928.24,1166.538,0
"1455",2014,"FRK1",425.853,425.853,517.513,0
"1456",2014,"FRK2",2012.745,2012.745,2514.87,0
"1457",2014,"FRL0",1578.394,1578.394,1942.892,0
"1458",2014,"FRM0",54.818,54.818,54.818,0
"1459",2014,"FRY1",93.335,93.335,93.335,0
"1460",2014,"FRY2",104.373,104.373,104.373,0
"1461",2014,"FRY3",47.691,47.691,47.691,0
"1462",2014,"FRY4",215.068,215.068,247.629,0
"1463",2014,"FRY5",0,0,0,0
"1464",2014,"HR03",478.535,478.535,503.219,0
"1465",2014,"HR04",967.964,967.964,1003.714,0
"1466",2014,"HU00",0,0,0,0
"1467",2014,"HU11",822.483,822.483,970.563,0
"1468",2014,"HU12",344.149,344.149,388.707,0
"1469",2014,"HU21",395.425,392.084,428.314,3.34100000000001
"1470",2014,"HU22",384.659,384.659,424.024,0
"1471",2014,"HU23",299.303,299.303,335.344,0
"1472",2014,"HU31",363.307,363.307,391.844,0
"1473",2014,"HU32",520.388,520.388,544.901,0
"1474",2014,"HU33",459.674,459.674,505.093,0
"1475",2014,"IE00",59.466,59.466,79.219,0
"1476",2014,"IE04",269.719,269.719,308.561,0
"1477",2014,"IE05",536.22,536.22,615.757,0
"1478",2014,"IE06",832.042,832.042,963.634,0
"1479",2014,"IS00",118.149,118.149,177.481,0
"1480",2014,"ITC1",1673.834,1664.801,1754.601,9.0329999999999
"1481",2014,"ITC2",53.693,53.693,55.757,0
"1482",2014,"ITC3",574.054,574.054,599.813,0
"1483",2014,"ITC4",4039.48,4039.48,4238.607,0
"1484",2014,"ITF1",453.384,453.384,471.318,0
"1485",2014,"ITF2",94.432,94.432,97.561,0
"1486",2014,"ITF3",1470.016,1470.016,1525.614,0
"1487",2014,"ITF4",1095.7,1085.028,1133.528,10.672
"1488",2014,"ITF5",180.671,180.671,187.32,0
"1489",2014,"ITF6",496.148,496.148,513.953,0
"1490",2014,"ITG1",1257.492,1257.492,1296.37,0
"1491",2014,"ITG2",528.582,528.582,546.522,0
"1492",2014,"ITH1",228.871,228.871,249.335,0
"1493",2014,"ITH2",224.048,224.048,232.982,0
"1494",2014,"ITH3",1961.626,1961.626,2050.158,0
"1495",2014,"ITH4",474.594,472.085,498.705,2.50900000000001
"1496",2014,"ITH5",1837.36,1837.36,1922.182,0
"1497",2014,"ITI1",1460.18,1460.18,1531.612,0
"1498",2014,"ITI2",320.741,320.741,336.433,0
"1499",2014,"ITI3",585.375,585.375,610.057,0
"1500",2014,"ITI4",2223.42,2223.42,2329.457,0
"1501",2014,"LT01",852.054,852.054,903.188,0
"1502",2014,"LT02",388.695,388.695,411.631,0
"1503",2014,"LU00",330.354,176.418,400.077,153.936
"1504",2014,"LV00",835.958,835.958,870.817,0
"1505",2014,"MT00",179.931,179.931,189.303,0
"1506",2014,"NL11",233.359,233.359,269.238,0
"1507",2014,"NL12",243.612,243.612,287.435,0
"1508",2014,"NL13",178.128,178.128,207.046,0
"1509",2014,"NL21",447.488,447.488,520.531,0
"1510",2014,"NL22",850.759,845.511,979.259,5.24800000000005
"1511",2014,"NL23",132.532,132.532,157.371,0
"1512",2014,"NL31",564.178,564.178,662.946,0
"1513",2014,"NL32",1217.911,1217.911,1420.056,0
"1514",2014,"NL33",1414.785,1414.785,1651.49,0
"1515",2014,"NL34",156.506,156.506,173.177,0
"1516",2014,"NL41",1089.232,1089.232,1239.135,0
"1517",2014,"NL42",442.341,434.409,504.626,7.93200000000002
"1518",2014,"NO00",45.611,13.841,48.056,31.77
"1519",2014,"NO01",606.156,606.156,695.035,0
"1520",2014,"NO02",149.835,149.835,163.763,0
"1521",2014,"NO03",361.02,361.02,411.42,0
"1522",2014,"NO04",351.806,351.806,386.255,0
"1523",2014,"NO05",377.703,377.703,424.775,0
"1524",2014,"NO06",197.448,197.448,219.234,0
"1525",2014,"NO07",211.336,211.336,234.807,0
"1526",2014,"PL21",1142.577,1142.577,1284.262,0
"1527",2014,"PL22",1604.444,1604.444,1865.607,0
"1528",2014,"PL41",1139.393,1139.393,1318.916,0
"1529",2014,"PL42",486.119,486.119,554.007,0
"1530",2014,"PL43",336.666,336.666,392.544,0
"1531",2014,"PL51",942.096,942.096,1084.831,0
"1532",2014,"PL52",318.217,318.217,341.853,0
"1533",2014,"PL61",679.37,679.37,771.473,0
"1534",2014,"PL62",484.979,484.979,527.292,0
"1535",2014,"PL63",731.747,731.747,885.522,0
"1536",2014,"PL71",1109.545,1109.545,1247.565,0
"1537",2014,"PL72",528.112,528.112,558.426,0
"1538",2014,"PL81",857.701,857.701,970.984,0
"1539",2014,"PL82",672.899,672.899,771.171,0
"1540",2014,"PL84",415.41,415.41,464.869,0
"1541",2014,"PL91",1157.206,1157.206,1539.877,0
"1542",2014,"PL92",1003.743,1003.743,1139.473,0
"1543",2014,"PT11",1300.842,1300.842,1510.461,0
"1544",2014,"PT15",173.371,173.371,199.562,0
"1545",2014,"PT16",899.132,899.132,1028.756,0
"1546",2014,"PT17",1004.201,1004.201,1216.456,0
"1547",2014,"PT18",257.981,257.981,294.402,0
"1548",2014,"PT20",88.32,88.32,100.233,0
"1549",2014,"PT30",95.886,95.886,110.839,0
"1550",2014,"RO00",0,0,0,0
"1551",2014,"RO11",1154.201,1154.201,1162.13,0
"1552",2014,"RO12",879.384,879.384,879.384,0
"1553",2014,"RO21",1479.547,1479.547,1479.547,0
"1554",2014,"RO22",928.952,928.952,928.952,0
"1555",2014,"RO31",1221.613,1221.613,1221.613,0
"1556",2014,"RO32",1139.35,1139.35,1139.35,0
"1557",2014,"RO41",905.783,905.783,905.783,0
"1558",2014,"RO42",758.603,758.603,758.603,0
"1559",2014,"SE00",6.113,4.98,6.113,1.133
"1560",2014,"SE11",728.981,728.981,1209.928,0
"1561",2014,"SE12",520.914,520.914,721.299,0
"1562",2014,"SE21",303.451,303.451,402.742,0
"1563",2014,"SE22",438.076,438.076,639.882,0
"1564",2014,"SE23",659.956,659.956,952.008,0
"1565",2014,"SE31",287.588,287.588,368.324,0
"1566",2014,"SE32",126.432,126.432,171.313,0
"1567",2014,"SE33",181.756,181.756,241.575,0
"1568",2014,"SI03",374.698,374.698,442.072,0
"1569",2014,"SI04",357.772,357.772,457.792,0
"1570",2014,"SK01",292.426,292.426,365.957,0
"1571",2014,"SK02",689.884,688.655,761.161,1.22900000000004
"1572",2014,"SK03",463.921,463.921,507.15,0
"1573",2014,"SK04",552.442,552.442,575.048,0
"1574",2014,"TR00",16.595,16.595,16.595,0
"1575",2014,"TR10",5053.846,5053.846,5190.756,0
"1576",2014,"TR21",649.61,649.61,667.37,0
"1577",2014,"TR22",582.474,582.474,604.231,0
"1578",2014,"TR31",1479.076,1479.076,1507.683,0
"1579",2014,"TR32",1103.537,1103.537,1132.44,0
"1580",2014,"TR33",1146.764,1146.764,1155.788,0
"1581",2014,"TR41",1324.996,1324.996,1344.896,0
"1582",2014,"TR42",1271.323,1271.323,1315.602,0
"1583",2014,"TR51",1795.913,1795.913,1809.02,0
"1584",2014,"TR52",742.37,742.37,776.122,0
"1585",2014,"TR61",1089.709,1089.709,1155.815,0
"1586",2014,"TR62",1199.348,1199.348,1241.177,0
"1587",2014,"TR63",719.888,719.888,755.509,0
"1588",2014,"TR71",480.451,480.451,493.201,0
"1589",2014,"TR72",726.369,726.369,741.315,0
"1590",2014,"TR81",372.605,372.605,393.984,0
"1591",2014,"TR82",290.507,290.507,295.489,0
"1592",2014,"TR83",886.091,886.091,938.068,0
"1593",2014,"TR90",967.894,967.894,981.918,0
"1594",2014,"TRA1",264.83,264.83,343.217,0
"1595",2014,"TRA2",349.977,349.977,356.876,0
"1596",2014,"TRB1",530.833,530.833,540.208,0
"1597",2014,"TRB2",486.21,486.21,497.52,0
"1598",2014,"TRC1",641.928,641.928,677.991,0
"1599",2014,"TRC2",636.764,636.764,652.74,0
"1600",2014,"TRC3",328.25,328.25,342.305,0
"1601",2014,"UK00",115.829,68.869,127.702,46.96
"1602",2014,"UKC1",358.19,358.19,459.754,0
"1603",2014,"UKC2",581.907,581.907,678.175,0
"1604",2014,"UKD1",194.308,194.308,237.881,0
"1605",2014,"UKD3",966.048,966.048,1289.096,0
"1606",2014,"UKD4",517.962,517.962,644.824,0
"1607",2014,"UKD6",361.72,361.72,470.361,0
"1608",2014,"UKD7",489.733,489.733,607.767,0
"1609",2014,"UKE1",327.104,327.104,394.825,0
"1610",2014,"UKE2",295.535,295.535,397.563,0
"1611",2014,"UKE3",502.039,502.039,635.832,0
"1612",2014,"UKE4",803.878,803.878,1045.244,0
"1613",2014,"UKF1",738.404,738.404,955.095,0
"1614",2014,"UKF2",655.816,655.816,847.984,0
"1615",2014,"UKF3",244.384,244.384,324.057,0
"1616",2014,"UKG1",441.963,441.963,584.778,0
